,证券代码,证券简称,报告期,披露日期,本期净利润,上年同期净利润,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入本期,营业收入上年同期,营业收入增长率%,经营现金流,基本
11085,002374,丽鹏股份,2018-06-30,2017/8/28,3827.64万,6185.65万,-38.12,1.19,1.97,-39.59,7.08亿,7.95亿,-10.89,-3.44亿,0.04
11086,002374,丽鹏股份,2018-03-31,2017/4/26,1550.07万,165.89万,834.42,0.49,0.05,880.0,3.58亿,2.77亿,29.45,-2.20亿,0.02
11087,002374,丽鹏股份,2017-12-31,2017/4/18,9005.78万,1.56亿,-42.12,2.86,6.51,-56.07,18.58亿,17.49亿,6.23,-5.25亿,0.1
11088,002374,丽鹏股份,2017-09-30,2016/10/21,1.11亿,9149.58万,20.99,3.5,4.11,-14.84,12.87亿,11.61亿,10.83,-5.52亿,0.13
11089,002374,丽鹏股份,2017-06-30,2016/8/20,6185.65万,5643.66万,9.6,1.97,2.56,-23.05,7.95亿,7.56亿,5.15,-3.33亿,0.07
11090,002374,丽鹏股份,2017-03-31,2016/4/26,165.89万,2312.03万,-92.83,0.05,1.07,-95.33,2.77亿,3.61亿,-23.26,-1.69亿,0.0
11091,002374,丽鹏股份,2016-12-31,2016/3/16,1.56亿,1.21亿,28.27,6.51,6.29,3.5,17.49亿,13.57亿,28.84,-5.24亿,0.2
11092,002374,丽鹏股份,2016-09-30,2015/10/28,9149.58万,6937.25万,31.89,4.11,3.65,12.6,11.61亿,8.87亿,30.81,-3.62亿,0.12
11093,002374,丽鹏股份,2016-06-30,2015/7/22,5643.66万,5067.97万,11.36,2.56,2.68,-4.48,7.56亿,6.19亿,22.09,-2.24亿,0.07
11094,002374,丽鹏股份,2016-03-31,2015/4/21,2312.03万,1458.30万,58.54,1.07,0.78,37.18,3.61亿,2.52亿,42.83,-1.55亿,0.07
11095,002374,丽鹏股份,2015-12-31,2015/4/10,1.21亿,3135.05万,286.93,6.29,3.83,64.23,13.57亿,7.02亿,93.4,-2.85亿,0.37
11096,002374,丽鹏股份,2015-09-30,2014/10/25,6937.25万,1828.44万,279.41,3.65,2.25,62.22,8.87亿,4.49亿,97.65,-2.31亿,0.21
11097,002374,丽鹏股份,2015-06-30,2014/8/27,5067.97万,1486.19万,241.0,2.68,1.83,46.45,6.19亿,2.98亿,107.92,-6587.19万,0.15
11098,002374,丽鹏股份,2015-03-31,2014/4/18,1458.30万,867.69万,68.07,0.78,1.07,-27.1,2.52亿,1.56亿,61.49,-128.23万,0.04
11177,002377,国创高新,2018-09-30,2017/10/25,2.21亿,3496.00万,531.51,4.51,4.43,1.81,32.23亿,11.47亿,181.04,-4941.25万,0.24
11178,002377,国创高新,2018-06-30,2017/8/28,1.36亿,-488.49万,2876.97,2.79,-0.63,542.86,20.58亿,2.23亿,823.23,-3857.74万,0.15
11179,002377,国创高新,2018-03-31,2017/4/29,7575.53万,-908.83万,933.55,1.57,-1.18,233.05,10.15亿,8291.14万,1124.24,-7331.53万,0.08
11180,002377,国创高新,2017-12-31,2017/4/8,4318.54万,521.64万,727.87,2.42,0.68,255.88,25.51亿,6.25亿,308.24,2.59亿,0.08
11181,002377,国创高新,2017-09-30,2016/10/25,3496.00万,309.75万,1028.64,4.43,0.4,1007.5,11.47亿,4.41亿,160.01,-4051.56万,0.08
11182,002377,国创高新,2017-06-30,2016/8/25,-488.49万,-547.12万,10.72,-0.63,-0.72,12.5,2.23亿,2.07亿,7.68,-1.08亿,-0.01
11183,002377,国创高新,2017-03-31,2016/4/26,-908.83万,-1127.57万,19.4,-1.18,-1.48,20.27,8291.14万,4003.04万,107.12,-1.36亿,-0.02
11184,002377,国创高新,2016-12-31,2016/4/26,521.64万,3114.70万,-83.25,0.68,4.15,-83.61,6.25亿,14.25亿,-56.14,2707.47万,0.01
11185,002377,国创高新,2016-09-30,2015/10/30,309.75万,764.46万,-59.48,0.4,1.01,-60.4,4.41亿,9.92亿,-55.53,-6189.00万,0.01
11186,002377,国创高新,2016-06-30,2015/8/26,-547.12万,445.29万,-222.87,-0.72,0.61,-218.03,2.07亿,4.63亿,-55.32,-2.16亿,-0.01
11187,002377,国创高新,2016-03-31,2015/4/28,-1127.57万,-756.51万,-49.05,-1.48,-1.01,-46.53,4003.04万,1.39亿,-71.29,-1.15亿,-0.03
11188,002377,国创高新,2015-12-31,2015/4/28,3114.70万,4469.54万,-30.31,4.15,5.89,-29.54,14.25亿,19.34亿,-26.33,1.78亿,0.07
11189,002377,国创高新,2015-09-30,2014/10/29,764.46万,862.56万,-11.37,1.01,1.14,-11.4,9.92亿,10.22亿,-2.94,-5563.18万,0.02
11190,002377,国创高新,2015-06-30,2014/8/28,445.29万,196.44万,126.68,0.61,0.26,134.62,4.63亿,4.63亿,-0.02,-7897.65万,0.01
11191,002377,国创高新,2015-03-31,2014/4/28,-756.51万,-947.12万,20.13,-1.01,-1.26,19.84,1.39亿,7954.83万,75.28,-2.10亿,-0.02
11363,002383,合众思壮,2018-09-30,2017/10/26,2.62亿,7120.72万,267.91,6.73,2.02,233.17,37.07亿,9.76亿,279.74,1631.10万,0.35
11364,002383,合众思壮,2018-06-30,2017/8/8,1.80亿,5028.92万,258.4,4.78,1.43,234.27,24.08亿,6.36亿,278.34,-4.06亿,0.24
11365,002383,合众思壮,2018-03-31,2017/4/21,5377.55万,506.29万,962.14,1.59,0.0,113471.43,8.79亿,2.80亿,214.22,-3.98亿,0.07
11366,002383,合众思壮,2017-12-31,2017/3/23,2.42亿,9644.97万,150.83,6.7,4.29,56.18,22.88亿,11.70亿,95.48,-8.47亿,0.33
11367,002383,合众思壮,2017-09-30,2016/10/28,7120.72万,1137.75万,525.86,2.02,0.43,369.77,9.76亿,5.70亿,71.13,-8.94亿,0.17
11368,002383,合众思壮,2017-06-30,2016/8/13,5028.92万,343.24万,1365.15,1.43,0.19,652.63,6.36亿,3.33亿,90.91,-4.99亿,0.07
11369,002383,合众思壮,2017-03-31,2016/4/20,506.29万,-1664.20万,130.42,0.0,-0.93,100.15,2.80亿,1.29亿,117.24,-32.76万,0.02
11370,002383,合众思壮,2016-12-31,2016/3/22,9644.97万,6057.71万,59.22,4.29,3.71,15.63,11.70亿,7.57亿,54.58,-8703.76万,0.46
11371,002383,合众思壮,2016-09-30,2015/10/30,1137.75万,905.75万,25.61,0.43,0.58,-25.86,5.70亿,4.87亿,17.21,-1.13亿,0.06
11372,002383,合众思壮,2016-06-30,2015/7/31,343.24万,372.18万,-7.78,0.19,0.26,-26.92,3.33亿,3.02亿,10.44,-9611.60万,0.02
11373,002383,合众思壮,2015-12-31,2015/4/28,6057.71万,4005.81万,51.22,3.71,2.82,31.56,7.57亿,4.90亿,54.54,-7413.55万,0.31
11374,002383,合众思壮,2015-09-30,2014/10/28,905.75万,-4359.34万,120.78,0.58,-3.17,118.3,4.87亿,3.06亿,58.81,-1.28亿,0.05
11375,002383,合众思壮,2015-06-30,2014/8/28,372.18万,-3428.24万,110.86,0.26,-2.47,110.53,3.02亿,2.00亿,50.68,-5800.95万,0.02
11376,002383,合众思壮,2015-03-31,2014/4/26,-1312.53万,-2238.78万,41.37,-0.93,-1.64,43.29,9574.16万,8953.05万,6.94,-4476.36万,-0.07
11393,002384,东山精密,2018-09-30,2017/10/25,6.77亿,3.71亿,82.77,8.4,7.47,12.45,134.07亿,104.34亿,28.49,10.70亿,0.42
11394,002384,东山精密,2018-06-30,2017/8/22,2.60亿,1.19亿,117.93,3.28,3.34,-1.8,72.12亿,61.21亿,17.83,7.45亿,0.24
11395,002384,东山精密,2018-03-31,2017/4/28,1.51亿,2146.32万,605.54,1.9,0.78,143.59,35.52亿,28.36亿,25.27,8.00亿,0.16
11396,002384,东山精密,2017-12-31,2017/4/25,5.26亿,1.44亿,264.88,9.35,5.32,75.75,153.90亿,84.03亿,83.14,1.61亿,0.54
11397,002384,东山精密,2017-09-30,2016/10/27,3.71亿,1.47亿,151.8,7.47,5.34,39.89,104.34亿,51.57亿,102.33,8201.42万,0.35
11398,002384,东山精密,2017-06-30,2016/8/24,1.19亿,1.51亿,-21.09,3.34,5.47,-38.94,61.21亿,24.27亿,152.23,-4.39亿,0.11
11399,002384,东山精密,2017-03-31,2016/4/29,2146.32万,1830.58万,17.25,0.78,0.68,14.71,28.36亿,9.95亿,185.01,-1904.61万,0.03
11400,002384,东山精密,2016-12-31,2016/4/21,1.44亿,3171.38万,354.73,5.32,1.39,282.73,84.03亿,39.93亿,110.46,7504.10万,0.17
11401,002384,东山精密,2016-09-30,2015/10/31,1.47亿,5628.30万,161.5,5.34,2.59,106.18,51.57亿,25.94亿,98.8,-1.29亿,0.17
11402,002384,东山精密,2016-06-30,2015/8/20,1.51亿,5351.71万,182.58,5.47,2.81,94.66,24.27亿,18.32亿,32.43,930.84万,0.18
11403,002384,东山精密,2016-03-31,2015/4/23,1830.58万,1222.63万,49.72,0.68,0.81,-16.05,9.95亿,8.44亿,17.83,-4314.52万,0.02
11404,002384,东山精密,2015-12-31,2015/4/3,3171.38万,4363.28万,-27.32,1.39,3.15,-55.87,39.93亿,35.24亿,13.31,-1.42亿,0.04
11405,002384,东山精密,2015-09-30,2014/10/28,5628.30万,3996.25万,40.84,2.59,2.95,-12.2,25.94亿,23.99亿,8.14,-1.64亿,0.07
11406,002384,东山精密,2015-06-30,2014/8/5,5351.71万,2197.71万,143.51,2.81,1.63,72.39,18.32亿,14.38亿,27.43,-1.85亿,0.06
11407,002384,东山精密,2015-03-31,2014/4/28,1222.63万,622.27万,96.48,0.81,0.46,76.09,8.44亿,5.91亿,42.99,-4465.82万,0.02
11517,002388,新亚制程,2018-09-30,2017/10/24,2270.65万,4965.71万,-54.27,1.85,7.54,-75.46,6.74亿,6.04亿,11.5,-3.72亿,0.05
11518,002388,新亚制程,2018-06-30,2017/8/23,1947.16万,4249.24万,-54.18,1.59,8.57,-81.45,4.48亿,4.05亿,10.49,-3.78亿,0.04
11519,002388,新亚制程,2018-03-31,2017/4/26,1051.48万,957.72万,9.79,0.85,1.63,-47.85,1.54亿,2.03亿,-23.84,-3.63亿,0.02
11520,002388,新亚制程,2017-12-31,2017/4/26,6496.21万,1089.05万,496.51,7.18,1.87,283.96,8.13亿,8.14亿,-0.22,1.27亿,0.14
11521,002388,新亚制程,2017-09-30,2016/10/21,6065.97万,784.23万,673.5,7.54,1.37,450.36,6.15亿,5.33亿,15.4,739.47万,0.14
11522,002388,新亚制程,2017-06-30,2016/8/24,5177.00万,203.57万,2443.11,8.57,0.36,2280.56,4.18亿,3.54亿,18.15,-7999.31万,0.13
11523,002388,新亚制程,2017-03-31,2016/4/25,957.72万,57.24万,1573.1,1.63,0.03,5333.33,2.03亿,1.65亿,22.86,393.19万,0.02
11524,002388,新亚制程,2016-12-31,2016/4/25,1089.05万,461.16万,136.15,1.87,0.8,133.75,8.14亿,5.69亿,43.01,-2.94亿,0.03
11525,002388,新亚制程,2016-09-30,2015/10/30,784.23万,546.71万,43.45,1.37,0.96,42.71,5.33亿,4.18亿,27.59,-1.51亿,0.02
11526,002388,新亚制程,2016-06-30,2015/7/28,203.57万,141.04万,44.33,0.36,0.25,44.0,3.54亿,2.47亿,42.94,-4994.03万,0.01
11527,002388,新亚制程,2016-03-31,2015/4/27,57.24万,41.96万,36.42,0.03,0.08,-62.5,1.65亿,1.10亿,50.1,4642.62万,0.0
11528,002388,新亚制程,2015-12-31,2015/4/14,461.16万,1132.85万,-59.29,0.8,1.97,-59.39,5.69亿,5.17亿,10.1,1527.91万,0.01
11529,002388,新亚制程,2015-09-30,2014/10/27,546.71万,1050.54万,-47.96,0.96,1.88,-48.94,4.18亿,3.69亿,13.14,3075.93万,0.01
11530,002388,新亚制程,2015-06-30,2014/8/28,141.04万,723.48万,-80.51,0.25,1.29,-80.62,2.47亿,2.60亿,-4.82,3016.14万,0.01
11531,002388,新亚制程,2015-03-31,2014/4/26,41.96万,309.90万,-86.46,0.08,0.54,-85.19,1.10亿,1.23亿,-10.61,4901.31万,0.0
11548,002389,航天彩虹,2018-09-30,2017/10/21,8300.32万,8211.73万,1.08,1.38,2.27,-39.21,15.04亿,4.52亿,232.83,-2.44亿,0.09
11549,002389,航天彩虹,2018-06-30,2017/8/23,3009.65万,1263.93万,138.12,0.5,1.58,-68.35,9.38亿,1.95亿,381.84,-1.38亿,0.03
11550,002389,航天彩虹,2018-03-31,2017/4/26,1379.93万,552.62万,149.71,0.23,0.72,-68.06,4.52亿,7675.77万,489.4,-6052.62万,0.01
11551,002389,航天彩虹,2017-12-31,2017/4/19,1.87亿,6501.45万,187.17,12.56,3.63,246.01,14.47亿,5.15亿,180.83,1.57亿,0.43
11552,002389,航天彩虹,2017-09-30,2016/10/25,7908.93万,9838.25万,-19.61,2.27,2.91,-21.99,10.42亿,8.67亿,20.2,1272.89万,0.11
11553,002389,航天彩虹,2017-06-30,2016/8/26,5471.58万,6687.23万,-18.18,1.58,1.99,-20.6,6.66亿,5.57亿,19.62,-4432.77万,0.08
11554,002389,航天彩虹,2017-03-31,2016/4/27,2484.42万,2923.37万,-15.02,0.72,0.87,-17.24,3.31亿,2.37亿,39.59,-4526.14万,0.04
11555,002389,航天彩虹,2016-12-31,2016/3/31,1.23亿,1.00亿,22.68,3.63,4.09,-11.25,12.14亿,9.23亿,31.45,1.03亿,0.17
11556,002389,航天彩虹,2016-09-30,2015/10/24,9838.25万,6936.00万,41.84,2.91,3.23,-9.91,8.67亿,6.57亿,31.98,3632.98万,0.14
11557,002389,航天彩虹,2016-06-30,2015/8/5,6687.23万,4421.26万,51.25,1.99,2.07,-3.86,5.57亿,4.10亿,35.66,-3045.51万,0.09
11558,002389,航天彩虹,2016-03-31,2015/4/24,2923.37万,1958.01万,49.3,0.87,0.92,-5.43,2.37亿,1.74亿,36.37,1059.10万,0.04
11559,002389,航天彩虹,2015-12-31,2015/2/6,1.00亿,4864.69万,105.72,4.09,2.8,46.07,9.23亿,7.00亿,31.98,9569.89万,0.16
11560,002389,航天彩虹,2015-09-30,2014/10/17,6936.00万,3628.89万,91.13,3.23,2.29,41.05,6.57亿,4.77亿,37.71,1.15亿,0.12
11561,002389,航天彩虹,2015-06-30,2014/8/26,4421.26万,1965.28万,124.97,2.07,1.26,64.29,4.10亿,2.66亿,54.24,5210.85万,0.08
11562,002389,航天彩虹,2015-03-31,2014/4/29,1958.01万,853.27万,129.47,0.92,0.55,67.27,1.74亿,1.25亿,39.12,2966.38万,0.03
11579,002390,信邦制药,2018-09-30,2017/10/26,2.64亿,2.47亿,7.02,4.08,3.82,6.81,50.25亿,43.76亿,14.83,-3.89亿,0.16
11580,002390,信邦制药,2018-06-30,2017/8/29,1.96亿,1.47亿,33.51,3.03,2.28,32.89,32.74亿,27.50亿,19.06,-3.84亿,0.12
11581,002390,信邦制药,2018-03-31,2017/4/26,7365.63万,5241.15万,40.53,1.14,0.82,39.02,15.12亿,13.54亿,11.66,-9458.41万,0.04
11582,002390,信邦制药,2017-12-31,2017/4/6,3.19亿,2.46亿,29.82,4.93,4.25,16.0,60.02亿,51.57亿,16.39,2.02亿,0.19
11583,002390,信邦制药,2017-09-30,2016/10/24,2.47亿,2.00亿,23.3,3.82,3.54,7.91,43.76亿,37.33亿,17.22,1.11亿,0.14
11584,002390,信邦制药,2017-06-30,2016/8/19,1.47亿,1.30亿,12.74,2.28,2.44,-6.56,27.50亿,24.69亿,11.36,-580.01万,0.09
11585,002390,信邦制药,2017-03-31,2016/4/29,5241.15万,4360.87万,20.19,0.82,1.0,-18.0,13.54亿,11.61亿,16.63,-2006.15万,0.03
11586,002390,信邦制药,2016-12-31,2016/4/26,2.46亿,1.74亿,41.08,4.25,7.07,-39.89,51.57亿,41.80亿,23.38,-1.99亿,0.15
11587,002390,信邦制药,2016-09-30,2015/10/31,2.00亿,1.31亿,52.69,3.54,5.35,-33.83,37.33亿,28.69亿,30.11,-2.74亿,0.12
11588,002390,信邦制药,2016-06-30,2015/8/29,1.30亿,8141.59万,59.64,2.44,3.35,-27.16,24.69亿,17.85亿,38.36,-1.36亿,0.08
11589,002390,信邦制药,2016-03-31,2015/4/24,4360.87万,3305.03万,31.95,1.0,1.37,-27.01,11.61亿,8.53亿,36.08,1759.47万,0.03
11590,002390,信邦制药,2015-12-31,2015/4/22,1.74亿,1.45亿,20.45,7.07,7.63,-7.34,41.80亿,24.76亿,68.8,2.17亿,0.14
11591,002390,信邦制药,2015-09-30,2014/10/25,1.31亿,8631.50万,51.76,5.35,4.79,11.69,28.69亿,15.57亿,84.27,9285.73万,0.1
11592,002390,信邦制药,2015-06-30,2014/8/27,8141.59万,4634.39万,75.68,3.35,2.78,20.5,17.85亿,7.84亿,127.58,-5720.86万,0.07
11593,002390,信邦制药,2015-03-31,2014/4/28,3305.03万,613.37万,438.83,1.37,0.59,132.2,8.53亿,1.13亿,657.95,-5946.73万,0.07
11729,002395,双象股份,2018-09-30,2017/10/20,1669.35万,861.17万,93.85,1.98,1.03,92.23,9.79亿,9.09亿,7.78,5348.34万,0.09
11730,002395,双象股份,2018-06-30,2017/8/15,1446.41万,1145.54万,26.26,1.71,1.36,25.74,6.65亿,5.86亿,13.43,1484.47万,0.08
11731,002395,双象股份,2018-03-31,2017/4/27,225.02万,390.27万,-42.34,0.27,0.47,-42.55,2.85亿,2.49亿,14.52,-2932.74万,0.01
11732,002395,双象股份,2017-12-31,2017/4/11,1308.95万,3555.09万,-63.18,1.39,4.31,-67.76,12.73亿,10.56亿,20.59,2626.67万,0.07
11733,002395,双象股份,2017-09-30,2016/10/21,861.17万,2412.60万,-64.31,1.03,2.99,-65.55,9.09亿,7.51亿,21.04,-1460.45万,0.05
11734,002395,双象股份,2017-06-30,2016/8/2,1145.54万,2011.79万,-43.06,1.36,2.47,-44.94,5.86亿,4.97亿,17.81,-4135.17万,0.06
11735,002395,双象股份,2017-03-31,2016/4/26,390.27万,724.81万,-46.16,0.47,0.9,-47.78,2.49亿,2.12亿,17.39,-6627.18万,0.02
11736,002395,双象股份,2016-12-31,2016/3/29,3555.09万,2315.35万,53.54,4.31,2.9,48.66,10.56亿,9.90亿,6.62,1.21亿,0.2
11737,002395,双象股份,2016-09-30,2015/10/27,2412.60万,1646.66万,46.51,2.99,2.07,44.44,7.51亿,7.13亿,5.31,4447.81万,0.13
11738,002395,双象股份,2016-06-30,2015/8/25,2011.79万,625.85万,221.45,2.47,0.79,212.66,4.97亿,4.66亿,6.81,3386.44万,0.11
11739,002395,双象股份,2016-03-31,2015/4/24,724.81万,13.00万,5475.86,0.9,0.02,4400.0,2.12亿,1.75亿,21.11,-845.30万,0.04
11740,002395,双象股份,2015-12-31,2015/4/14,2315.35万,797.75万,190.24,2.9,1.01,187.13,9.90亿,8.03亿,23.31,1.71亿,0.13
11741,002395,双象股份,2015-09-30,2014/10/27,1646.66万,825.86万,99.39,2.07,1.04,99.04,7.13亿,5.75亿,23.91,9049.69万,0.09
11742,002395,双象股份,2015-06-30,2014/8/26,625.85万,363.31万,72.26,0.79,0.46,71.74,4.66亿,3.37亿,38.24,8125.50万,0.04
11743,002395,双象股份,2015-03-31,2014/4/28,13.00万,-159.56万,108.15,0.02,-0.2,110.0,1.75亿,1.25亿,40.29,2300.37万,0.0
11849,002399,海普瑞,2018-09-30,2017/10/26,4.51亿,8288.95万,443.96,6.18,0.67,822.39,33.32亿,18.68亿,78.36,4.94亿,0.36
11850,002399,海普瑞,2018-06-30,2017/8/19,2.19亿,745.01万,2840.84,2.87,0.09,3088.89,20.04亿,10.50亿,90.88,7579.38万,0.18
11851,002399,海普瑞,2018-03-31,2017/4/29,4198.82万,-1208.13万,447.55,0.56,-0.15,473.33,7.98亿,4.56亿,75.15,-4822.60万,0.03
11852,002399,海普瑞,2017-12-31,2017/4/28,1.31亿,3.97亿,-66.91,1.69,4.84,-65.08,26.70亿,22.61亿,18.1,-4.07亿,0.11
11853,002399,海普瑞,2017-09-30,2016/10/29,5256.27万,3.04亿,-82.7,0.67,3.68,-81.79,17.88亿,16.43亿,8.84,-3.87亿,0.04
11854,002399,海普瑞,2017-06-30,2016/8/29,745.01万,2.61亿,-97.15,0.09,3.12,-97.12,10.50亿,11.90亿,-11.75,-1.73亿,0.01
11855,002399,海普瑞,2017-03-31,2016/4/29,-1208.13万,1.96亿,-106.17,-0.15,2.27,-106.61,4.56亿,6.71亿,-32.13,-6305.08万,-0.01
11856,002399,海普瑞,2016-12-31,2016/4/26,3.97亿,5.80亿,-31.54,4.84,6.8,-28.82,22.61亿,22.92亿,-1.37,3.46亿,0.32
11857,002399,海普瑞,2016-09-30,2015/10/29,3.04亿,4.18亿,-27.32,3.68,5.04,-26.98,16.43亿,16.17亿,1.62,2.86亿,0.24
11858,002399,海普瑞,2016-06-30,2015/8/29,2.61亿,2.75亿,-5.12,3.12,3.27,-4.59,11.90亿,12.03亿,-1.13,1.23亿,0.21
11859,002399,海普瑞,2016-03-31,2015/4/29,1.96亿,1.85亿,5.7,2.27,2.21,2.71,6.71亿,7.41亿,-9.37,5730.68万,0.25
11860,002399,海普瑞,2015-12-31,2015/4/28,5.80亿,3.38亿,71.39,6.8,4.17,63.07,22.92亿,19.59亿,17.02,8.94亿,0.72
11861,002399,海普瑞,2015-09-30,2014/10/30,4.18亿,2.24亿,86.53,5.04,2.78,81.29,16.17亿,14.35亿,12.69,7.44亿,0.52
11862,002399,海普瑞,2015-06-30,2014/8/28,2.75亿,1.10亿,150.0,3.27,1.37,138.69,12.03亿,9.11亿,32.08,4.13亿,0.34
11863,002399,海普瑞,2015-03-31,2014/4/28,1.85亿,7098.51万,161.05,2.21,0.88,151.14,7.41亿,3.13亿,136.93,2.57亿,0.23
11939,002402,和而泰,2018-09-30,2017/10/28,1.85亿,1.47亿,25.18,12.62,12.93,-2.4,19.13亿,14.36亿,33.24,6481.98万,0.22
11940,002402,和而泰,2018-06-30,2017/7/28,1.29亿,1.02亿,26.28,9.07,9.12,-0.55,12.28亿,9.23亿,33.1,-1137.56万,0.15
11941,002402,和而泰,2018-03-31,2017/4/25,4890.44万,3688.93万,32.57,3.64,3.4,7.06,5.44亿,4.00亿,36.01,-2335.97万,0.06
11942,002402,和而泰,2017-12-31,2017/3/29,1.78亿,1.20亿,48.84,15.41,11.62,32.62,19.79亿,13.46亿,46.99,1.86亿,0.21
11943,002402,和而泰,2017-09-30,2016/10/26,1.47亿,9569.28万,54.11,12.93,9.35,38.29,14.36亿,9.85亿,45.72,9628.64万,0.18
11944,002402,和而泰,2017-06-30,2016/8/24,1.02亿,5987.39万,70.29,9.12,5.92,54.05,9.23亿,6.16亿,49.85,5585.09万,0.12
11945,002402,和而泰,2017-03-31,2016/4/16,3688.93万,2462.99万,49.77,3.4,2.44,39.34,4.00亿,2.78亿,43.76,6826.74万,0.04
11946,002402,和而泰,2016-12-31,2016/2/3,1.20亿,7494.66万,59.66,11.62,7.81,48.78,13.46亿,11.11亿,21.21,1.26亿,0.14
11947,002402,和而泰,2016-09-30,2015/10/27,9569.28万,5734.65万,66.87,9.35,6.46,44.74,9.85亿,8.08亿,21.92,6094.22万,0.29
11948,002402,和而泰,2016-06-30,2015/8/21,5987.39万,3428.48万,74.64,5.92,3.72,59.14,6.16亿,5.02亿,22.67,4041.36万,0.18
11949,002402,和而泰,2016-03-31,2015/4/24,2462.99万,1157.92万,112.71,2.44,1.23,98.37,2.78亿,2.23亿,24.41,1760.86万,0.07
11950,002402,和而泰,2015-12-31,2015/3/26,7494.66万,4505.39万,66.35,7.81,5.67,37.74,11.11亿,8.68亿,27.94,8708.88万,0.23
11951,002402,和而泰,2015-09-30,2014/10/27,5734.65万,3764.06万,52.35,6.46,4.89,32.11,8.08亿,6.32亿,27.89,7795.41万,0.17
11952,002402,和而泰,2015-06-30,2014/8/23,3428.48万,2137.95万,60.36,3.72,2.78,33.81,5.02亿,3.92亿,27.99,1731.04万,0.1
11953,002402,和而泰,2015-03-31,2014/4/29,1157.92万,794.81万,45.69,1.23,1.03,19.42,2.23亿,1.82亿,22.85,2852.44万,0.07
12089,002407,多氟多,2018-09-30,2017/10/23,1.69亿,2.08亿,-19.04,5.61,7.79,-27.98,26.70亿,24.80亿,7.66,9795.98万,0.26
12090,002407,多氟多,2018-06-30,2017/8/24,1.31亿,1.51亿,-13.26,4.57,5.65,-19.12,16.96亿,15.31亿,10.78,-1.60亿,0.2
12091,002407,多氟多,2018-03-31,2017/4/21,7608.29万,6908.30万,10.13,2.66,2.61,1.92,8.53亿,6.73亿,26.65,-9839.52万,0.12
12092,002407,多氟多,2017-12-31,2017/3/8,2.57亿,4.78亿,-46.31,9.56,20.84,-54.13,37.36亿,28.57亿,30.76,2795.48万,0.41
12093,002407,多氟多,2017-09-30,2016/10/18,2.08亿,3.79亿,-45.02,7.79,16.84,-53.74,24.80亿,21.13亿,17.4,-2679.70万,0.33
12094,002407,多氟多,2017-06-30,2016/8/18,1.51亿,2.50亿,-39.76,5.65,11.41,-50.48,15.31亿,12.73亿,20.22,4874.09万,0.24
12095,002407,多氟多,2017-03-31,2016/4/18,6908.30万,1.12亿,-38.4,2.61,5.26,-50.38,6.73亿,5.38亿,25.15,-8009.75万,0.11
12096,002407,多氟多,2016-12-31,2016/3/26,4.78亿,3919.15万,1119.05,20.84,2.54,720.47,28.57亿,21.82亿,30.93,6107.45万,0.76
12097,002407,多氟多,2016-09-30,2015/10/22,3.79亿,2912.02万,1200.08,16.84,2.02,733.66,21.13亿,14.65亿,44.25,-1009.41万,0.6
12098,002407,多氟多,2016-06-30,2015/8/21,2.50亿,951.05万,2532.78,11.41,0.66,1628.79,12.73亿,9.85亿,29.21,-1.38亿,0.4
12099,002407,多氟多,2016-03-31,2015/4/18,1.12亿,833.76万,1245.13,5.26,0.58,806.9,5.38亿,4.59亿,17.33,-1.47亿,0.45
12100,002407,多氟多,2015-12-31,2015/3/3,3919.15万,422.20万,828.28,2.54,0.29,775.86,21.82亿,21.32亿,2.36,7769.42万,0.17
12101,002407,多氟多,2015-09-30,2014/10/28,2912.02万,-327.10万,990.25,2.02,-0.23,978.26,14.65亿,14.88亿,-1.55,3793.60万,0.13
12102,002407,多氟多,2015-06-30,2014/8/21,951.05万,-1010.37万,194.13,0.66,-0.7,194.29,9.85亿,8.84亿,11.48,1458.12万,0.04
12103,002407,多氟多,2015-03-31,2014/4/23,833.76万,720.12万,15.78,0.58,0.49,18.37,4.59亿,4.48亿,2.35,4543.16万,0.04
12119,002408,齐翔腾达,2018-09-30,2017/10/21,6.97亿,5.73亿,21.68,10.07,9.34,7.82,156.15亿,127.81亿,22.17,5.81亿,0.39
12120,002408,齐翔腾达,2018-06-30,2017/8/10,5.05亿,3.23亿,56.02,7.32,5.36,36.57,76.22亿,47.39亿,60.83,3.38亿,0.28
12121,002408,齐翔腾达,2018-03-31,2017/4/22,2.51亿,1.98亿,26.55,3.7,3.31,11.78,31.34亿,21.40亿,46.43,2.82亿,0.14
12122,002408,齐翔腾达,2017-12-31,2017/3/15,8.50亿,5.02亿,69.1,13.61,8.67,56.98,222.26亿,58.75亿,278.3,2.92亿,0.48
12123,002408,齐翔腾达,2017-09-30,2016/10/27,5.73亿,2.53亿,126.64,9.34,4.49,108.02,127.81亿,36.15亿,253.51,1.63亿,0.32
12124,002408,齐翔腾达,2017-06-30,2016/8/17,3.23亿,1.34亿,141.93,5.36,2.38,125.21,46.99亿,21.97亿,113.89,6298.27万,0.18
12125,002408,齐翔腾达,2017-03-31,2016/4/27,1.98亿,3982.16万,397.87,3.31,0.72,359.72,21.40亿,10.13亿,111.28,6242.20万,0.11
12126,002408,齐翔腾达,2016-12-31,2016/3/23,5.03亿,1.84亿,172.83,8.67,4.09,111.98,58.75亿,42.78亿,37.32,6.37亿,0.28
